product_id,product_name_en,ingredient_id,ingredient_name_en,type,is_approved,review_notes
3ea01e93-f3e9-5c30-a520-ba8f9e326c3d,illiYOON Ceramide Ato Concentrate Cream,177c9f68-a3b4-54c8-b6a9-f541c3ce5690,Sodium Lauryl Sulfate,avoid,TRUE,D-7 auto-reviewed
b5849788-fc44-5a53-b246-377af9be1dda,Sulwhasoo Concentrated Ginseng Renewing Cream,20cb6680-a64e-5a2a-b17a-7436bb4f8f7c,Ginseng Extract,key,TRUE,D-7 auto-reviewed
b5849788-fc44-5a53-b246-377af9be1dda,Sulwhasoo Concentrated Ginseng Renewing Cream,06a04231-c65a-589c-9a35-55f97081e846,Adenosine,key,TRUE,D-7 auto-reviewed
b5849788-fc44-5a53-b246-377af9be1dda,Sulwhasoo Concentrated Ginseng Renewing Cream,28430301-3c39-561f-b166-88291c640461,Squalane,key,TRUE,D-7 auto-reviewed
b5849788-fc44-5a53-b246-377af9be1dda,Sulwhasoo Concentrated Ginseng Renewing Cream,8a3f3a05-4e25-58c2-ab8f-1e9fe6318605,Salicylic Acid,avoid,TRUE,D-7 auto-reviewed
9b56d848-5f22-5edc-966c-4afb2a3c19b4,belif The True Cream Aqua Bomb,6171b8d7-08e8-57fd-8e42-9edbf029bda4,Sodium Hyaluronate,key,TRUE,D-7 auto-reviewed
9b56d848-5f22-5edc-966c-4afb2a3c19b4,belif The True Cream Aqua Bomb,4a3c7888-7091-523d-9540-3ec3682553ee,Glycerin,key,TRUE,D-7 auto-reviewed
9b56d848-5f22-5edc-966c-4afb2a3c19b4,belif The True Cream Aqua Bomb,0c9c7311-355e-5f80-a519-adad494735dd,Betaine,key,TRUE,D-7 auto-reviewed
9b56d848-5f22-5edc-966c-4afb2a3c19b4,belif The True Cream Aqua Bomb,46f90f93-526b-5454-b49b-fcc3594f4efd,Isopropyl Myristate,avoid,TRUE,D-7 auto-reviewed
41bec45b-5a1f-5258-afd8-3c0c308ccee4,ROUND LAB Birch Juice Moisturizing Cream,0c9c7311-355e-5f80-a519-adad494735dd,Betaine,key,TRUE,D-7 auto-reviewed
41bec45b-5a1f-5258-afd8-3c0c308ccee4,ROUND LAB Birch Juice Moisturizing Cream,6171b8d7-08e8-57fd-8e42-9edbf029bda4,Sodium Hyaluronate,key,TRUE,D-7 auto-reviewed
41bec45b-5a1f-5258-afd8-3c0c308ccee4,ROUND LAB Birch Juice Moisturizing Cream,28430301-3c39-561f-b166-88291c640461,Squalane,key,TRUE,D-7 auto-reviewed
41bec45b-5a1f-5258-afd8-3c0c308ccee4,ROUND LAB Birch Juice Moisturizing Cream,4a3c7888-7091-523d-9540-3ec3682553ee,Glycerin,key,TRUE,D-7 auto-reviewed
41bec45b-5a1f-5258-afd8-3c0c308ccee4,ROUND LAB Birch Juice Moisturizing Cream,46f90f93-526b-5454-b49b-fcc3594f4efd,Isopropyl Myristate,avoid,TRUE,D-7 auto-reviewed
40595ad4-b6d2-5f3d-96f0-730b906dd5ce,isoi Bulgarian Rose Intensive Energizing Cream EX,06a04231-c65a-589c-9a35-55f97081e846,Adenosine,key,TRUE,D-7 auto-reviewed
40595ad4-b6d2-5f3d-96f0-730b906dd5ce,isoi Bulgarian Rose Intensive Energizing Cream EX,5ac73685-6fc5-506c-acd8-f73f3497c23a,Niacinamide,key,TRUE,D-7 auto-reviewed
40595ad4-b6d2-5f3d-96f0-730b906dd5ce,isoi Bulgarian Rose Intensive Energizing Cream EX,6171b8d7-08e8-57fd-8e42-9edbf029bda4,Sodium Hyaluronate,key,TRUE,D-7 auto-reviewed
40595ad4-b6d2-5f3d-96f0-730b906dd5ce,isoi Bulgarian Rose Intensive Energizing Cream EX,46f90f93-526b-5454-b49b-fcc3594f4efd,Isopropyl Myristate,avoid,TRUE,D-7 auto-reviewed
caedacbe-b4b3-592f-b3c8-3927ef2f58d5,SKIN1004 Madagascar Centella Cream,f56d741c-2dfb-5eb0-b195-a7e11ea1ca77,Centella Asiatica Extract,key,TRUE,D-7 auto-reviewed
caedacbe-b4b3-592f-b3c8-3927ef2f58d5,SKIN1004 Madagascar Centella Cream,77076aae-1489-518a-b96c-f650a697a9cc,Centella Asiatica Leaf Water,key,TRUE,D-7 auto-reviewed
caedacbe-b4b3-592f-b3c8-3927ef2f58d5,SKIN1004 Madagascar Centella Cream,dcaab478-9e74-5c69-8c64-74b89f866d8b,Madecassoside,key,TRUE,D-7 auto-reviewed
caedacbe-b4b3-592f-b3c8-3927ef2f58d5,SKIN1004 Madagascar Centella Cream,46f90f93-526b-5454-b49b-fcc3594f4efd,Isopropyl Myristate,avoid,TRUE,D-7 auto-reviewed
2e1b9a7d-84f0-565c-9b8a-bf0d64c7c709,Goodal Houttuynia Cordata Calming Moisture Cream,0e255234-b831-5f40-8b96-166e0e38374e,Houttuynia Cordata Extract,key,TRUE,D-7 auto-reviewed
2e1b9a7d-84f0-565c-9b8a-bf0d64c7c709,Goodal Houttuynia Cordata Calming Moisture Cream,1a4bfb83-a85d-5fc1-a330-baea2d1fb224,Panthenol,key,TRUE,D-7 auto-reviewed
2e1b9a7d-84f0-565c-9b8a-bf0d64c7c709,Goodal Houttuynia Cordata Calming Moisture Cream,f56d741c-2dfb-5eb0-b195-a7e11ea1ca77,Centella Asiatica Extract,key,TRUE,D-7 auto-reviewed
2e1b9a7d-84f0-565c-9b8a-bf0d64c7c709,Goodal Houttuynia Cordata Calming Moisture Cream,5ac73685-6fc5-506c-acd8-f73f3497c23a,Niacinamide,key,TRUE,D-7 auto-reviewed
2e1b9a7d-84f0-565c-9b8a-bf0d64c7c709,Goodal Houttuynia Cordata Calming Moisture Cream,46f90f93-526b-5454-b49b-fcc3594f4efd,Isopropyl Myristate,avoid,TRUE,D-7 auto-reviewed
53f1e176-cc13-5e1d-85cb-5dcf2d54f364,Aestura Atobarrier 365 Cream,a47e65b7-647b-5f29-ae8d-a0682a762858,Ceramide NP,key,TRUE,D-7 auto-reviewed
53f1e176-cc13-5e1d-85cb-5dcf2d54f364,Aestura Atobarrier 365 Cream,28430301-3c39-561f-b166-88291c640461,Squalane,key,TRUE,D-7 auto-reviewed
53f1e176-cc13-5e1d-85cb-5dcf2d54f364,Aestura Atobarrier 365 Cream,1a4bfb83-a85d-5fc1-a330-baea2d1fb224,Panthenol,key,TRUE,D-7 auto-reviewed
53f1e176-cc13-5e1d-85cb-5dcf2d54f364,Aestura Atobarrier 365 Cream,177c9f68-a3b4-54c8-b6a9-f541c3ce5690,Sodium Lauryl Sulfate,avoid,TRUE,D-7 auto-reviewed
ccec55c2-71de-552b-9308-b254617ed3ae,Beauty of Joseon Dynasty Cream,5ac73685-6fc5-506c-acd8-f73f3497c23a,Niacinamide,key,TRUE,D-7 auto-reviewed
ccec55c2-71de-552b-9308-b254617ed3ae,Beauty of Joseon Dynasty Cream,06a04231-c65a-589c-9a35-55f97081e846,Adenosine,key,TRUE,D-7 auto-reviewed
ccec55c2-71de-552b-9308-b254617ed3ae,Beauty of Joseon Dynasty Cream,20cb6680-a64e-5a2a-b17a-7436bb4f8f7c,Ginseng Extract,key,TRUE,D-7 auto-reviewed
ccec55c2-71de-552b-9308-b254617ed3ae,Beauty of Joseon Dynasty Cream,28430301-3c39-561f-b166-88291c640461,Squalane,key,TRUE,D-7 auto-reviewed
ccec55c2-71de-552b-9308-b254617ed3ae,Beauty of Joseon Dynasty Cream,46f90f93-526b-5454-b49b-fcc3594f4efd,Isopropyl Myristate,avoid,TRUE,D-7 auto-reviewed
3689923e-f5a9-591b-aaca-78776ce3be87,Etude Soon Jung Moist Full Collagen Cream,1692f21c-ff7c-5511-9975-c65c71ff8f2a,Collagen,key,TRUE,D-7 auto-reviewed
3689923e-f5a9-591b-aaca-78776ce3be87,Etude Soon Jung Moist Full Collagen Cream,1a4bfb83-a85d-5fc1-a330-baea2d1fb224,Panthenol,key,TRUE,D-7 auto-reviewed
3689923e-f5a9-591b-aaca-78776ce3be87,Etude Soon Jung Moist Full Collagen Cream,28430301-3c39-561f-b166-88291c640461,Squalane,key,TRUE,D-7 auto-reviewed
3689923e-f5a9-591b-aaca-78776ce3be87,Etude Soon Jung Moist Full Collagen Cream,46f90f93-526b-5454-b49b-fcc3594f4efd,Isopropyl Myristate,avoid,TRUE,D-7 auto-reviewed
181d7c88-3c18-58c3-828a-abf20416ab60,Hanyul Yuja Sleeping Mask,5ac73685-6fc5-506c-acd8-f73f3497c23a,Niacinamide,key,TRUE,D-7 auto-reviewed
181d7c88-3c18-58c3-828a-abf20416ab60,Hanyul Yuja Sleeping Mask,edc1c6e6-b281-59b5-88df-9538ef2bead7,Ascorbyl Glucoside,key,TRUE,D-7 auto-reviewed
181d7c88-3c18-58c3-828a-abf20416ab60,Hanyul Yuja Sleeping Mask,8a3f3a05-4e25-58c2-ab8f-1e9fe6318605,Salicylic Acid,avoid,TRUE,D-7 auto-reviewed
5645edc0-aff3-5b9d-9408-5ec04756091d,Jungsaemmool Time Energy Cream,06a04231-c65a-589c-9a35-55f97081e846,Adenosine,key,TRUE,D-7 auto-reviewed
5645edc0-aff3-5b9d-9408-5ec04756091d,Jungsaemmool Time Energy Cream,6171b8d7-08e8-57fd-8e42-9edbf029bda4,Sodium Hyaluronate,key,TRUE,D-7 auto-reviewed
5645edc0-aff3-5b9d-9408-5ec04756091d,Jungsaemmool Time Energy Cream,28430301-3c39-561f-b166-88291c640461,Squalane,key,TRUE,D-7 auto-reviewed
70a5e093-ebc8-5e8e-9ecc-d4549d511a8b,Bioderma Atoderm Intensive Baume,4a3c7888-7091-523d-9540-3ec3682553ee,Glycerin,key,TRUE,D-7 auto-reviewed
70a5e093-ebc8-5e8e-9ecc-d4549d511a8b,Bioderma Atoderm Intensive Baume,a47e65b7-647b-5f29-ae8d-a0682a762858,Ceramide NP,key,TRUE,D-7 auto-reviewed
70a5e093-ebc8-5e8e-9ecc-d4549d511a8b,Bioderma Atoderm Intensive Baume,28430301-3c39-561f-b166-88291c640461,Squalane,key,TRUE,D-7 auto-reviewed
70a5e093-ebc8-5e8e-9ecc-d4549d511a8b,Bioderma Atoderm Intensive Baume,5ac73685-6fc5-506c-acd8-f73f3497c23a,Niacinamide,key,TRUE,D-7 auto-reviewed
70a5e093-ebc8-5e8e-9ecc-d4549d511a8b,Bioderma Atoderm Intensive Baume,1a4bfb83-a85d-5fc1-a330-baea2d1fb224,Panthenol,key,TRUE,D-7 auto-reviewed
70a5e093-ebc8-5e8e-9ecc-d4549d511a8b,Bioderma Atoderm Intensive Baume,177c9f68-a3b4-54c8-b6a9-f541c3ce5690,Sodium Lauryl Sulfate,avoid,TRUE,D-7 auto-reviewed
70a5e093-ebc8-5e8e-9ecc-d4549d511a8b,Bioderma Atoderm Intensive Baume,8a3f3a05-4e25-58c2-ab8f-1e9fe6318605,Salicylic Acid,avoid,TRUE,D-7 auto-reviewed
e6e7141a-7972-50d6-a543-3fc38f20c425,Mediheal Madecassoside Cream,dcaab478-9e74-5c69-8c64-74b89f866d8b,Madecassoside,key,TRUE,D-7 auto-reviewed
e6e7141a-7972-50d6-a543-3fc38f20c425,Mediheal Madecassoside Cream,f56d741c-2dfb-5eb0-b195-a7e11ea1ca77,Centella Asiatica Extract,key,TRUE,D-7 auto-reviewed
e6e7141a-7972-50d6-a543-3fc38f20c425,Mediheal Madecassoside Cream,28430301-3c39-561f-b166-88291c640461,Squalane,key,TRUE,D-7 auto-reviewed
a2bd2f6e-3d66-519d-bf06-462dcdd64a72,Primera Alpine Berry Watery Cream,28430301-3c39-561f-b166-88291c640461,Squalane,key,TRUE,D-7 auto-reviewed
a2bd2f6e-3d66-519d-bf06-462dcdd64a72,Primera Alpine Berry Watery Cream,6171b8d7-08e8-57fd-8e42-9edbf029bda4,Sodium Hyaluronate,key,TRUE,D-7 auto-reviewed
a2bd2f6e-3d66-519d-bf06-462dcdd64a72,Primera Alpine Berry Watery Cream,46f90f93-526b-5454-b49b-fcc3594f4efd,Isopropyl Myristate,avoid,TRUE,D-7 auto-reviewed
f545fdf6-0fff-570b-b4ab-4f0cb9a697fa,NEOGEN Real Cica Pad,f56d741c-2dfb-5eb0-b195-a7e11ea1ca77,Centella Asiatica Extract,key,TRUE,D-7 auto-reviewed
f545fdf6-0fff-570b-b4ab-4f0cb9a697fa,NEOGEN Real Cica Pad,dcaab478-9e74-5c69-8c64-74b89f866d8b,Madecassoside,key,TRUE,D-7 auto-reviewed
f545fdf6-0fff-570b-b4ab-4f0cb9a697fa,NEOGEN Real Cica Pad,5ac73685-6fc5-506c-acd8-f73f3497c23a,Niacinamide,key,TRUE,D-7 auto-reviewed
f545fdf6-0fff-570b-b4ab-4f0cb9a697fa,NEOGEN Real Cica Pad,1a4bfb83-a85d-5fc1-a330-baea2d1fb224,Panthenol,key,TRUE,D-7 auto-reviewed
f545fdf6-0fff-570b-b4ab-4f0cb9a697fa,NEOGEN Real Cica Pad,46f90f93-526b-5454-b49b-fcc3594f4efd,Isopropyl Myristate,avoid,TRUE,D-7 auto-reviewed
e16eb748-c12c-5c98-9d1d-aad163ef1147,By Wishtrend Pro-Biome Balance Cream,f6e78d05-5d7d-5bcb-8685-83e15dab0c8d,Bifida Ferment Lysate,key,TRUE,D-7 auto-reviewed
e16eb748-c12c-5c98-9d1d-aad163ef1147,By Wishtrend Pro-Biome Balance Cream,a47e65b7-647b-5f29-ae8d-a0682a762858,Ceramide NP,key,TRUE,D-7 auto-reviewed
e16eb748-c12c-5c98-9d1d-aad163ef1147,By Wishtrend Pro-Biome Balance Cream,1a4bfb83-a85d-5fc1-a330-baea2d1fb224,Panthenol,key,TRUE,D-7 auto-reviewed
e16eb748-c12c-5c98-9d1d-aad163ef1147,By Wishtrend Pro-Biome Balance Cream,28430301-3c39-561f-b166-88291c640461,Squalane,key,TRUE,D-7 auto-reviewed
e16eb748-c12c-5c98-9d1d-aad163ef1147,By Wishtrend Pro-Biome Balance Cream,8a3f3a05-4e25-58c2-ab8f-1e9fe6318605,Salicylic Acid,avoid,TRUE,D-7 auto-reviewed
fb9b17ff-048a-549a-a8ad-a84f5d9fc561,O HUI Age Recovery Cream,06a04231-c65a-589c-9a35-55f97081e846,Adenosine,key,TRUE,D-7 auto-reviewed
fb9b17ff-048a-549a-a8ad-a84f5d9fc561,O HUI Age Recovery Cream,6171b8d7-08e8-57fd-8e42-9edbf029bda4,Sodium Hyaluronate,key,TRUE,D-7 auto-reviewed
fb9b17ff-048a-549a-a8ad-a84f5d9fc561,O HUI Age Recovery Cream,1692f21c-ff7c-5511-9975-c65c71ff8f2a,Collagen,key,TRUE,D-7 auto-reviewed
fb9b17ff-048a-549a-a8ad-a84f5d9fc561,O HUI Age Recovery Cream,8a3f3a05-4e25-58c2-ab8f-1e9fe6318605,Salicylic Acid,avoid,TRUE,D-7 auto-reviewed
fb9b17ff-048a-549a-a8ad-a84f5d9fc561,O HUI Age Recovery Cream,177c9f68-a3b4-54c8-b6a9-f541c3ce5690,Sodium Lauryl Sulfate,avoid,TRUE,D-7 auto-reviewed
9cfb8e3f-24cc-5349-b66b-125c9c55dda6,MISSHA Time Revolution Night Repair Cream,06a04231-c65a-589c-9a35-55f97081e846,Adenosine,key,TRUE,D-7 auto-reviewed
9cfb8e3f-24cc-5349-b66b-125c9c55dda6,MISSHA Time Revolution Night Repair Cream,5ac73685-6fc5-506c-acd8-f73f3497c23a,Niacinamide,key,TRUE,D-7 auto-reviewed
9cfb8e3f-24cc-5349-b66b-125c9c55dda6,MISSHA Time Revolution Night Repair Cream,f6e78d05-5d7d-5bcb-8685-83e15dab0c8d,Bifida Ferment Lysate,key,TRUE,D-7 auto-reviewed
9cfb8e3f-24cc-5349-b66b-125c9c55dda6,MISSHA Time Revolution Night Repair Cream,46f90f93-526b-5454-b49b-fcc3594f4efd,Isopropyl Myristate,avoid,TRUE,D-7 auto-reviewed
a01a0f69-4455-54e9-9bf7-e0fcc47eed62,dalba White Truffle Farming Cream,06a04231-c65a-589c-9a35-55f97081e846,Adenosine,key,TRUE,D-7 auto-reviewed
a01a0f69-4455-54e9-9bf7-e0fcc47eed62,dalba White Truffle Farming Cream,28430301-3c39-561f-b166-88291c640461,Squalane,key,TRUE,D-7 auto-reviewed
69fa8a18-2949-56d9-b5c0-f4d2f7eda29b,COSRX Advanced Snail 96 Mucin Power Essence,213a9da9-8b0b-5040-b382-b084f9a9939b,Snail Secretion Filtrate,key,TRUE,D-7 auto-reviewed
8a7fcbd1-cb71-593d-b17e-a339930a944a,Torriden Dive-In Low Molecular Hyaluronic Acid Serum,6171b8d7-08e8-57fd-8e42-9edbf029bda4,Sodium Hyaluronate,key,TRUE,D-7 auto-reviewed
8a7fcbd1-cb71-593d-b17e-a339930a944a,Torriden Dive-In Low Molecular Hyaluronic Acid Serum,060078cc-546a-5997-ac7b-b9b768b13ae3,Sodium Hyaluronate Crosspolymer,key,TRUE,D-7 auto-reviewed
8a7fcbd1-cb71-593d-b17e-a339930a944a,Torriden Dive-In Low Molecular Hyaluronic Acid Serum,f1cbd480-2caa-57a3-9103-b27cb6541930,Hyaluronic Acid,key,TRUE,D-7 auto-reviewed
8a7fcbd1-cb71-593d-b17e-a339930a944a,Torriden Dive-In Low Molecular Hyaluronic Acid Serum,6d5e6f7e-bb59-5d0c-b0e9-e17fe4dfd985,Sodium Acetylated Hyaluronate,key,TRUE,D-7 auto-reviewed
cb82b581-4028-5149-b09a-cdef3b0d6362,Beauty of Joseon Glow Deep Serum Rice + Arbutin,8f978687-5929-5a7b-a770-f05ff60cb1d1,Alpha-Arbutin,key,TRUE,D-7 auto-reviewed
8e538ee5-8d47-52c3-88af-a0ce2ede6a10,Anua Heartleaf 77% Soothing Toner,0e255234-b831-5f40-8b96-166e0e38374e,Houttuynia Cordata Extract,key,TRUE,D-7 auto-reviewed
8e538ee5-8d47-52c3-88af-a0ce2ede6a10,Anua Heartleaf 77% Soothing Toner,fc060d92-163b-5fe1-9eef-562266e1d185,Allantoin,key,TRUE,D-7 auto-reviewed
8e538ee5-8d47-52c3-88af-a0ce2ede6a10,Anua Heartleaf 77% Soothing Toner,1a4bfb83-a85d-5fc1-a330-baea2d1fb224,Panthenol,key,TRUE,D-7 auto-reviewed
79bc0673-caa2-52b7-b973-aaf5e58ab52e,MISSHA Time Revolution The First Treatment Essence RX,292918bc-65d4-5270-b2e6-78250c76dd55,Galactomyces Ferment Filtrate,key,TRUE,D-7 auto-reviewed
79bc0673-caa2-52b7-b973-aaf5e58ab52e,MISSHA Time Revolution The First Treatment Essence RX,5ac73685-6fc5-506c-acd8-f73f3497c23a,Niacinamide,key,TRUE,D-7 auto-reviewed
79bc0673-caa2-52b7-b973-aaf5e58ab52e,MISSHA Time Revolution The First Treatment Essence RX,06a04231-c65a-589c-9a35-55f97081e846,Adenosine,key,TRUE,D-7 auto-reviewed
79bc0673-caa2-52b7-b973-aaf5e58ab52e,MISSHA Time Revolution The First Treatment Essence RX,46f90f93-526b-5454-b49b-fcc3594f4efd,Isopropyl Myristate,avoid,TRUE,D-7 auto-reviewed
adc60b39-06bf-5d83-a15c-b5331fab1be9,Innisfree Green Tea Seed Serum,03a8979c-50be-5050-8b17-71608e08831f,Green Tea Extract,key,TRUE,D-7 auto-reviewed
adc60b39-06bf-5d83-a15c-b5331fab1be9,Innisfree Green Tea Seed Serum,6171b8d7-08e8-57fd-8e42-9edbf029bda4,Sodium Hyaluronate,key,TRUE,D-7 auto-reviewed
adc60b39-06bf-5d83-a15c-b5331fab1be9,Innisfree Green Tea Seed Serum,4a3c7888-7091-523d-9540-3ec3682553ee,Glycerin,key,TRUE,D-7 auto-reviewed
adc60b39-06bf-5d83-a15c-b5331fab1be9,Innisfree Green Tea Seed Serum,cbaeb98e-c36e-51c9-b5c3-a9fec9793860,Camellia Seed Oil,key,TRUE,D-7 auto-reviewed
abfb1cc8-e306-5ed5-9dcb-c7f13bfc20c0,Sulwhasoo First Care Activating Serum EX,20cb6680-a64e-5a2a-b17a-7436bb4f8f7c,Ginseng Extract,key,TRUE,D-7 auto-reviewed
abfb1cc8-e306-5ed5-9dcb-c7f13bfc20c0,Sulwhasoo First Care Activating Serum EX,06a04231-c65a-589c-9a35-55f97081e846,Adenosine,key,TRUE,D-7 auto-reviewed
abfb1cc8-e306-5ed5-9dcb-c7f13bfc20c0,Sulwhasoo First Care Activating Serum EX,5ac73685-6fc5-506c-acd8-f73f3497c23a,Niacinamide,key,TRUE,D-7 auto-reviewed
3cc7166e-3c0a-52b3-975a-13174cb5d334,ROUND LAB Dokdo Toner,6171b8d7-08e8-57fd-8e42-9edbf029bda4,Sodium Hyaluronate,key,TRUE,D-7 auto-reviewed
b5ec22e7-df89-5cfd-83f7-4a4d0ac65060,COSRX The Vitamin C 23 Serum,27a190f4-6546-5a50-9ca9-525bd942ffda,Ascorbic Acid,key,TRUE,D-7 auto-reviewed
b5ec22e7-df89-5cfd-83f7-4a4d0ac65060,COSRX The Vitamin C 23 Serum,edc1c6e6-b281-59b5-88df-9538ef2bead7,Ascorbyl Glucoside,key,TRUE,D-7 auto-reviewed
b5ec22e7-df89-5cfd-83f7-4a4d0ac65060,COSRX The Vitamin C 23 Serum,5ac73685-6fc5-506c-acd8-f73f3497c23a,Niacinamide,key,TRUE,D-7 auto-reviewed
b5ec22e7-df89-5cfd-83f7-4a4d0ac65060,COSRX The Vitamin C 23 Serum,1abfeedb-9ff0-5a76-865f-f72bc057edad,Tocopherol,key,TRUE,D-7 auto-reviewed
7b10889d-8dfb-5e45-a6c3-64f968e0c494,Goodal Green Tangerine Vita C Dark Spot Serum,27a190f4-6546-5a50-9ca9-525bd942ffda,Ascorbic Acid,key,TRUE,D-7 auto-reviewed
7b10889d-8dfb-5e45-a6c3-64f968e0c494,Goodal Green Tangerine Vita C Dark Spot Serum,edc1c6e6-b281-59b5-88df-9538ef2bead7,Ascorbyl Glucoside,key,TRUE,D-7 auto-reviewed
7b10889d-8dfb-5e45-a6c3-64f968e0c494,Goodal Green Tangerine Vita C Dark Spot Serum,5ac73685-6fc5-506c-acd8-f73f3497c23a,Niacinamide,key,TRUE,D-7 auto-reviewed
aece6f7b-da48-5e8c-89c4-6a9af611b8b1,SKIN1004 Madagascar Centella Ampoule,f56d741c-2dfb-5eb0-b195-a7e11ea1ca77,Centella Asiatica Extract,key,TRUE,D-7 auto-reviewed
aece6f7b-da48-5e8c-89c4-6a9af611b8b1,SKIN1004 Madagascar Centella Ampoule,dcaab478-9e74-5c69-8c64-74b89f866d8b,Madecassoside,key,TRUE,D-7 auto-reviewed
